timestamp,elapsed,rpm,speed,distance,duration
14:15:36,1401.1780333518982,0.04282111093082726,0.0013667891131913924,1.9151148816283,1401.1780366897583
14:15:47,10.795897722244263,5.557666582592183,0.1773928329908431,3.8302297632566,1411.9739344120026
14:15:48,0.4049394130706787,148.17031403541722,4.7293862237461015,5.7453446448848995,1412.378879070282
14:15:48,0.5791153907775879,103.60629497247,3.30696595553581,7.6604595265132,1412.957988500595
14:15:50,1.856898307800293,32.3119471583109,1.0313515142878078,9.575574408141499,1414.8148875236511
14:15:50,0.40468454360961914,148.2636313826685,4.732364781086686,11.490689289769799,1415.2195723056793
14:16:21,30.68799328804016,1.955162054319903,0.06240599910371675,13.405804171398099,1445.9075651168823
14:16:28,6.8261024951934814,8.789788908421501,0.2805575924148231,15.3209190530264,1452.7336692810059
14:16:44,15.578261137008667,3.851521005605712,0.12293508657899156,17.2360339346547,1468.311928987503
14:16:45,1.187349557876587,50.53271768366329,1.6129326607517522,19.151148816282998,1469.4992785453796
14:16:46,1.1780896186828613,50.92991148422287,1.625610523390788,21.066263697911296,1470.677367925644
14:16:47,1.1316273212432861,53.02098921938341,1.6923547582115803,22.981378579539594,1471.8089954853058
14:16:48,1.2934157848358154,46.388795237732715,1.4806645350098322,24.896493461167893,1473.1024117469788
14:16:50,1.4319567680358887,41.900706319714985,1.337411103727052,26.81160834279619,1474.5343680381775
14:16:51,1.2464821338653564,48.135467304243875,1.5364158294748318,28.72672322442449,1475.7808504104614
14:16:52,1.0721824169158936,55.96062671181321,1.7861838166839938,30.641838106052788,1476.8530328273773
14:16:53,1.168241024017334,51.35926471206488,1.6393148693260442,32.556952987681086,1478.0212738513947
14:16:55,1.2579290866851807,47.697442276423075,1.5224346919864107,34.472067869309384,1479.2792026996613
14:16:56,1.127927541732788,53.19490639250151,1.6979059476517337,36.38718275093768,1480.4071304798126
14:16:57,0.8559041023254395,70.10131139339518,2.2375344111858433,38.30229763256598,1481.263034582138
14:16:58,1.1539678573608398,51.99451580672434,1.6595911830752608,40.21741251419428,1482.4170022010803
14:16:59,0.9934587478637695,60.3950593107341,1.927724614380178,42.13252739582258,1483.410460472107
14:17:00,1.1053135395050049,54.283239873158465,1.732644008401408,44.047642277450876,1484.5157742500305
14:17:01,1.2023229598999023,49.90339700823414,1.5928456375712394,45.962757159079175,1485.7180969715118
14:17:03,1.6314845085144043,36.77632223099363,1.173848033268893,47.87787204070747,1487.349582195282
14:17:04,1.6494174003601074,36.37648056028787,1.1610856543711643,49.79298692233577,1488.998999595642
14:17:06,1.4205105304718018,42.238335241395134,1.3481877399333482,51.70810180396407,1490.419510126114
14:17:07,1.1880688667297363,50.50212296628499,1.6119561207759123,53.62321668559237,1491.607578754425
14:17:08,1.055464267730713,56.847021575635345,1.8144762832624048,55.538331567220666,1492.6630430221558
14:17:09,1.1683011054992676,51.356623491646275,1.6392305653172219,57.453446448848965,1493.831344127655
14:17:10,1.2473936080932617,48.100294574793175,1.5352931658481899,59.36856133047726,1495.0787377357483
14:17:12,1.1816232204437256,50.77760741488194,1.6207491935619986,61.28367621210556,1496.260360956192
14:17:13,1.1838281154632568,50.68303347105482,1.617730527441372,63.19879109373386,1497.4441890716553
14:17:14,1.720055341720581,34.88259856800983,1.1134030604576943,65.11390597536216,1499.1642444133759
14:17:18,3.344367742538452,17.940610787753446,0.572638845085464,67.02902085699046,1502.5086123943329
14:17:20,1.8136317729949951,33.08279050543827,1.055955740379271,68.94413573861875,1504.3222436904907
14:17:21,1.158803939819336,51.77752503098525,1.652665145345361,70.85925062024705,1505.4810481071472
14:17:22,1.0601556301116943,56.59546419017612,1.8064469283877973,72.77436550187535,1506.541204214096
14:17:24,1.7240667343139648,34.80143709395043,1.1108125013445935,74.68948038350365,1508.2652702331543
14:17:26,2.3335390090942383,25.712019283229793,0.8206911794337864,76.60459526513195,1510.5988092422485
14:17:27,1.2693932056427002,47.26667807365622,1.5086853097332182,78.51971014676025,1511.8682026863098
14:17:28,0.9888155460357666,60.678657653132944,1.9367766711457306,80.43482502838854,1512.8570177555084
14:17:29,0.8226654529571533,72.93365703436797,2.3279388659682105,82.34993991001684,1513.6796832084656
14:17:30,0.7731809616088867,77.6014969059093,2.476929692685656,84.26505479164514,1514.4528648853302
14:17:31,0.8521263599395752,70.41209240875337,2.247454100309844,86.18016967327344,1515.3049910068512
14:17:32,1.03562593460083,57.93597668363365,1.84923418547495,88.09528455490174,1516.3406167030334
14:17:32,0.7886223793029785,76.08204075191324,2.428430807810664,90.01039943653004,1517.1292390823364
14:17:33,0.7297747135162354,82.21715399113397,2.6242549188924373,91.92551431815833,1517.8590140342712
14:17:34,0.7245464324951172,82.81042775047318,2.643191375648939,93.84062919978663,1518.583565235138
14:17:35,0.6892004013061523,87.05740723059617,2.7787489357214983,95.75574408141493,1519.2727608680725
14:17:35,0.6795060634613037,88.29943281796315,2.818392630483659,97.67085896304323,1519.9522666931152
14:17:36,0.668346643447876,89.77377321814794,2.8654514844999874,99.58597384467153,1520.6206185817719
14:17:37,0.6506354808807373,92.21753464594427,2.9434528824586867,101.50108872629983,1521.2712488174438
14:17:37,0.6299488544464111,95.24582761996929,3.0401116981334493,103.41620360792813,1521.9011979103088
14:17:38,0.6241216659545898,96.13510197283475,3.068496073917166,105.33131848955642,1522.525324344635
14:17:38,0.6148114204406738,97.59090024221452,3.114963089422798,107.24643337118472,1523.140130519867
14:17:39,0.6071279048919678,98.8259632221589,3.1543845476334598,109.16154825281302,1523.747258424759
